Date,Item_Code,Item_Description,Supplier,Purchase_Order_No,Document_Number,Historical_Demand_Quantity (TON),Units_Sold/Used (TON),Current_Stock_Level (TON),Safety_Stock_Target (TON),Material_Type,Voltage_Level,Supplier_Country_Of_Origin,Price_Per_Unit (USD),Delivery_Lead_Time (Days),Payment_Terms,Market_Trends (Index),Number_Of_Alternative_Suppliers,Supplier_Performance_Score (1-10),Risk_Score (1-10)
2021-12-01,PE-LV-JKT,PE Jacket Low Voltage,Mumbai Cable Supplies,PO-2021-PE-L-2333,DOC-465254,34.88,31.39,132.11,50.0,PE,LV,India,2.82,50,Net 45,89.0,7,6,4.0
2021-12-01,PE-MV-INS,PE Insulation Medium Voltage,FrenchPoly Solutions,PO-2021-PE-M-2645,DOC-869946,21.5,21.81,75.28,28.24,PE,MV,France,3.03,37,Net 45,101.9,7,8,2.9
2021-12-01,PE-HV-JKT,PE Jacket High Voltage,Nordic Polymers AB,PO-2021-PE-H-9267,DOC-133287,27.38,27.86,101.57,18.4,PE,HV,Sweden,2.76,28,Net 30,104.5,7,10,1.9
2021-12-01,PE-FOAM-LV,Foam PE Low Voltage,Ankara Insulation Tech,PO-2021-PE-F-9990,DOC-589478,19.7,19.07,40.44,14.46,PE,LV,Turkey,2.47,24,Net 30,98.6,7,7,2.6
2021-12-01,PVC-LV-INS-A,PVC Insulation LV Grade A,ItalCavi Materials SpA,PO-2021-PVC--4987,DOC-321921,41.08,38.42,114.17,32.19,PVC,LV,Italy,2.28,29,Net 30,95.4,6,9,2.2
2021-12-01,PVC-LV-INS-B,PVC Insulation LV Grade B,Mumbai Cable Supplies,PO-2021-PVC--1478,DOC-268018,36.66,30.29,81.67,64.64,PVC,LV,India,2.51,57,Net 45,98.5,6,6,4.3
2021-12-01,PVC-LV-JKT,PVC Jacket Low Voltage,ItalCavi Materials SpA,PO-2021-PVC--8803,DOC-803176,40.36,34.89,120.96,38.23,PVC,LV,Italy,2.04,32,Net 30,94.4,6,9,2.4
2021-12-01,PVC-MV-INS,PVC Insulation Medium Voltage,TurkCable Materials Ltd,PO-2021-PVC--6452,DOC-334677,31.94,29.48,93.08,27.3,PVC,MV,Turkey,2.34,28,Net 30,103.7,6,8,2.5
2021-12-01,LSF-LV-JKT,LSF Jacket Low Voltage,ItalCavi Materials SpA,PO-2021-LSF--7252,DOC-785684,30.05,29.62,60.18,19.12,LSF,LV,Italy,3.24,34,Net 60,97.2,5,9,2.5
2021-12-01,LSF-MV-JKT,LSF Jacket Medium Voltage,ItalCavi Materials SpA,PO-2021-LSF--2895,DOC-405110,17.53,15.0,50.04,15.3,LSF,MV,Italy,2.87,34,Net 30,108.4,5,9,2.5
2021-12-01,LSF-HV-JKT,LSF Jacket High Voltage,ChinaPoly Industries,PO-2021-LSF--2902,DOC-700665,17.75,18.36,55.45,17.62,LSF,HV,China,3.42,45,Net 45,92.4,5,7,3.5
2021-12-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials Ltd,PO-2021-GSW--1027,DOC-425896,24.41,23.05,50.92,20.0,GSW,MV,Turkey,4.08,25,Net 30,100.8,3,8,4.0
2021-12-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Korea,PO-2021-GSW--6237,DOC-908746,22.91,23.94,76.95,24.52,GSW,HV,South Korea,3.84,38,Net 45,104.0,3,9,4.2
2021-12-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,Seoul Metal Works,PO-2021-GSW--4639,DOC-211763,21.48,20.41,67.58,19.68,GSW,EHV,South Korea,3.67,35,Net 45,101.6,3,9,4.1
2021-12-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2021-GST--5863,DOC-977885,23.66,23.76,54.35,34.58,GST,MV,South Korea,4.08,42,Net 30,100.5,1,9,6.0
2021-12-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2021-GST--1562,DOC-727971,24.1,20.99,53.59,32.76,GST,HV,South Korea,3.43,42,Net 45,105.8,1,9,6.0
2021-12-01,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Korea,PO-2021-CU-S-8836,DOC-761732,16.55,16.75,47.92,17.93,Copper Screen,11KV,South Korea,8.39,36,Net 90,97.4,2,9,4.9
2021-12-01,CU-SCR-33KV,Copper Screen Tape 33KV,MetalShield Korea,PO-2021-CU-S-3501,DOC-968100,12.51,12.54,30.24,17.22,Copper Screen,33KV,South Korea,8.26,41,Annual Contract,103.2,2,9,5.2
2021-12-01,CU-SCR-66KV,Copper Screen Tape 66KV,MetalShield Korea,PO-2021-CU-S-3933,DOC-998397,10.23,8.32,20.11,12.67,Copper Screen,66KV,South Korea,8.36,38,Net 120,94.1,2,9,5.0
2021-12-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,IndiaScreen Technologies,PO-2021-AL-S-3608,DOC-122613,15.62,15.07,42.67,22.73,Aluminum Screen,11KV,India,6.08,49,Net 120,99.5,3,7,5.3
2021-12-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Korea,PO-2021-AL-S-7412,DOC-510059,13.47,11.95,40.82,18.38,Aluminum Screen,33KV,South Korea,6.1,45,Net 90,99.9,3,9,4.5
2021-12-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,Seoul Metal Works,PO-2021-AL-S-9978,DOC-512900,8.51,8.77,14.04,10.45,Aluminum Screen,66KV,South Korea,5.35,37,Net 90,96.9,3,9,4.2
2021-12-01,MICA-TAPE-MV,Mica Tape Medium Voltage,IndiaScreen Technologies,PO-2021-MICA-5981,DOC-579757,12.55,10.21,38.83,20.65,Mica Tape,MV,India,6.52,54,Net 30,96.9,3,7,5.5
2021-12-01,MICA-TAPE-HV,Mica Tape High Voltage,Mumbai Cable Supplies,PO-2021-MICA-3372,DOC-319955,10.65,9.3,39.33,18.58,Mica Tape,HV,India,6.35,54,Net 30,99.7,3,6,5.8
2021-12-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,USATape Solutions Inc,PO-2021-MICA-2670,DOC-811267,7.26,5.82,19.96,9.84,Mica Tape,EHV,USA,5.76,40,Net 30,97.3,3,8,4.6
2021-12-01,WB-TAPE-LV,Water Blocking Tape LV,Ankara Insulation Tech,PO-2021-WB-T-1922,DOC-200713,49.79,41.93,144.32,27.38,Water Blocking Tape,LV,Turkey,2.3,29,Net 45,108.8,4,7,3.6
2021-12-01,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions Inc,PO-2021-WB-T-9444,DOC-781676,42.35,35.12,108.08,34.03,Water Blocking Tape,MV,USA,2.48,39,Net 45,100.6,4,8,3.8
2021-12-01,WB-TAPE-HV,Water Blocking Tape HV,IndiaScreen Technologies,PO-2021-WB-T-1556,DOC-224573,39.17,35.29,92.2,34.4,Water Blocking Tape,HV,India,2.78,47,Net 30,107.0,4,7,4.4
2021-12-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced Materials,PO-2021-SEMI-7150,DOC-913537,55.81,57.97,160.76,41.27,Semiconductor,11KV,Japan,7.08,37,Net 60,99.0,3,10,3.9
2021-12-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,Tokyo Polymer Industries,PO-2021-SEMI-7260,DOC-388584,54.45,54.15,182.0,47.78,Semiconductor,22KV,Japan,8.4,45,Net 60,96.3,3,9,4.5
2021-12-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced Materials,PO-2021-SEMI-2999,DOC-612982,38.56,31.97,77.49,36.33,Semiconductor,33KV,Japan,7.91,38,Net 60,101.2,3,10,3.9
2021-12-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,JapanSemi Advanced Materials,PO-2021-SEMI-8856,DOC-387021,39.43,37.33,94.23,32.94,Semiconductor,66KV,Japan,8.66,41,Net 60,101.9,3,10,4.1
2022-01-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,ItalCavi Materials SpA,PO-2022-XLPE-8105,DOC-412856,104.25,96.02,215.5,72.47,XLPE,0.6KV,Italy,3.66,37,Net 60,113.2,7,9,2.6
2022-01-01,XLPE-11KV-INS,XLPE Insulation 11KV,PolyTech Europe GmbH,PO-2022-XLPE-9806,DOC-293871,87.9,90.29,183.52,59.06,XLPE,11KV,Germany,3.57,35,Net 45,110.5,7,9,2.5
2022-01-01,XLPE-22KV-INS,XLPE Insulation 22KV,ItalCavi Materials SpA,PO-2022-XLPE-9684,DOC-612295,91.43,91.83,256.08,39.37,XLPE,22KV,Italy,3.74,28,Net 30,105.2,7,9,2.2
2022-01-01,XLPE-33KV-INS,XLPE Insulation 33KV,JapanSemi Advanced Materials,PO-2022-XLPE-3033,DOC-890110,47.45,47.67,151.14,55.12,XLPE,33KV,Japan,3.75,42,Net 30,107.1,7,10,2.5
2022-01-01,XLPE-66KV-INS,XLPE Insulation 66KV,FrenchPoly Solutions,PO-2022-XLPE-3948,DOC-105582,47.41,45.03,100.22,32.69,XLPE,66KV,France,3.59,31,Net 45,110.1,7,8,2.6
2022-01-01,XLPE-132KV-INS,XLPE Insulation 132KV,ItalCavi Materials SpA,PO-2022-XLPE-3641,DOC-192086,37.89,35.76,107.25,23.61,XLPE,132KV,Italy,3.84,29,Net 60,98.6,7,9,2.2
2022-01-01,PE-LV-JKT,PE Jacket Low Voltage,Nordic Polymers AB,PO-2022-PE-L-5891,DOC-481219,32.76,27.23,61.5,22.71,PE,LV,Sweden,2.45,25,Net 60,113.0,7,10,1.8
2022-01-01,PE-MV-INS,PE Insulation Medium Voltage,Nordic Polymers AB,PO-2022-PE-M-9510,DOC-920827,28.09,24.58,61.58,25.9,PE,MV,Sweden,3.01,35,Net 45,98.1,7,10,2.2
2022-01-01,PE-HV-JKT,PE Jacket High Voltage,Mumbai Cable Supplies,PO-2022-PE-H-6127,DOC-648055,23.19,21.4,59.01,39.2,PE,HV,India,2.72,54,Net 45,92.3,7,6,4.2
2022-01-01,PE-FOAM-LV,Foam PE Low Voltage,Mumbai Cable Supplies,PO-2022-PE-F-1732,DOC-348617,21.87,18.04,49.33,35.64,PE,LV,India,3.0,55,Net 30,108.6,7,6,4.3
2022-01-01,PVC-LV-INS-A,PVC Insulation LV Grade A,PolyTech Europe GmbH,PO-2022-PVC--3198,DOC-731394,40.68,34.73,139.82,38.25,PVC,LV,Germany,2.56,34,Net 60,97.4,6,9,2.5
2022-01-01,PVC-LV-INS-B,PVC Insulation LV Grade B,ChinaPoly Industries,PO-2022-PVC--7914,DOC-177971,36.38,35.74,97.81,49.35,PVC,LV,China,2.1,45,Net 45,97.5,6,7,3.5
2022-01-01,PVC-LV-JKT,PVC Jacket Low Voltage,ChinaPoly Industries,PO-2022-PVC--2364,DOC-366526,35.69,32.12,105.5,63.2,PVC,LV,China,2.47,50,Net 45,101.9,6,7,3.7
2022-01-01,PVC-MV-INS,PVC Insulation Medium Voltage,ItalCavi Materials SpA,PO-2022-PVC--5413,DOC-763874,30.21,24.7,75.38,28.99,PVC,MV,Italy,2.54,30,Net 60,105.1,6,9,2.3
2022-01-01,LSF-LV-JKT,LSF Jacket Low Voltage,ItalCavi Materials SpA,PO-2022-LSF--9379,DOC-734330,20.62,19.84,57.51,18.48,LSF,LV,Italy,3.51,33,Net 30,101.3,5,9,2.4
2022-01-01,LSF-MV-JKT,LSF Jacket Medium Voltage,Ankara Insulation Tech,PO-2022-LSF--7208,DOC-127168,20.05,19.99,51.49,11.35,LSF,MV,Turkey,3.14,25,Net 30,117.5,5,7,2.7
2022-01-01,LSF-HV-JKT,LSF Jacket High Voltage,ChinaPoly Industries,PO-2022-LSF--7664,DOC-169163,12.94,12.56,33.89,15.99,LSF,HV,China,2.87,41,Net 45,109.8,5,7,3.4
2022-01-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Korea,PO-2022-GSW--3397,DOC-936865,32.02,31.84,140.09,32.4,GSW,MV,South Korea,4.89,40,Net 30,104.0,3,9,4.3
2022-01-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials Ltd,PO-2022-GSW--7203,DOC-210103,19.81,20.65,35.54,13.33,GSW,HV,Turkey,5.18,21,Net 30,107.3,3,8,3.8
2022-01-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,TurkCable Materials Ltd,PO-2022-GSW--2565,DOC-654654,18.02,18.05,64.38,13.38,GSW,EHV,Turkey,4.11,24,Net 45,107.0,3,8,3.9
2022-01-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2022-GST--1785,DOC-279041,24.77,23.58,78.08,31.99,GST,MV,South Korea,4.01,39,Net 45,97.7,1,9,5.9
2022-01-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2022-GST--9711,DOC-678469,24.84,24.88,67.06,31.98,GST,HV,South Korea,4.02,41,Net 60,108.9,1,9,6.0
2022-01-01,CU-SCR-11KV,Copper Screen Tape 11KV,Seoul Metal Works,PO-2022-CU-S-1155,DOC-820013,13.59,11.31,36.73,19.58,Copper Screen,11KV,South Korea,8.57,39,Annual Contract,108.7,2,9,5.1
2022-01-01,CU-SCR-33KV,Copper Screen Tape 33KV,Seoul Metal Works,PO-2022-CU-S-5380,DOC-155432,12.64,11.31,31.11,18.06,Copper Screen,33KV,South Korea,9.8,43,Annual Contract,108.5,2,9,5.2
2022-01-01,CU-SCR-66KV,Copper Screen Tape 66KV,Seoul Metal Works,PO-2022-CU-S-7852,DOC-841119,10.12,8.73,25.41,12.67,Copper Screen,66KV,South Korea,9.02,38,Net 120,102.3,2,9,5.0
2022-01-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,MetalShield Korea,PO-2022-AL-S-5519,DOC-548544,13.66,12.64,40.74,17.82,Aluminum Screen,11KV,South Korea,5.38,40,Annual Contract,95.2,3,9,4.3
2022-01-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Technologies,PO-2022-AL-S-6007,DOC-526261,11.59,11.76,29.48,20.24,Aluminum Screen,33KV,India,5.21,48,Net 120,105.1,3,7,5.3
2022-01-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,IndiaScreen Technologies,PO-2022-AL-S-2534,DOC-273133,10.53,10.35,26.42,16.43,Aluminum Screen,66KV,India,6.6,55,Net 90,107.0,3,7,5.6
2022-01-01,MICA-TAPE-MV,Mica Tape Medium Voltage,IndiaScreen Technologies,PO-2022-MICA-1175,DOC-544579,12.93,11.94,31.84,18.6,Mica Tape,MV,India,6.04,49,Net 30,91.3,3,7,5.3
2022-01-01,MICA-TAPE-HV,Mica Tape High Voltage,Mumbai Cable Supplies,PO-2022-MICA-9722,DOC-831782,11.2,10.85,43.31,18.99,Mica Tape,HV,India,6.08,55,Net 30,103.7,3,6,5.9
2022-01-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,Mumbai Cable Supplies,PO-2022-MICA-1119,DOC-848851,6.5,6.55,15.88,14.5,Mica Tape,EHV,India,6.94,56,Net 45,96.3,3,6,5.9
2022-01-01,WB-TAPE-LV,Water Blocking Tape LV,IndiaScreen Technologies,PO-2022-WB-T-9652,DOC-817307,43.12,42.46,96.96,49.0,Water Blocking Tape,LV,India,2.68,50,Net 30,107.3,4,7,4.5
2022-01-01,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Technologies,PO-2022-WB-T-9577,DOC-336001,35.86,36.59,105.99,42.05,Water Blocking Tape,MV,India,2.61,47,Net 30,109.9,4,7,4.4
2022-01-01,WB-TAPE-HV,Water Blocking Tape HV,Shanghai Cable Materials,PO-2022-WB-T-7925,DOC-619577,30.7,31.87,88.43,27.85,Water Blocking Tape,HV,China,2.38,39,Net 45,103.1,4,8,3.8
2022-01-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Polymers AB,PO-2022-SEMI-9832,DOC-992104,60.42,58.59,152.5,28.39,Semiconductor,11KV,Sweden,8.38,26,Net 30,113.8,3,10,3.4
2022-01-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,Nordic Polymers AB,PO-2022-SEMI-7449,DOC-328026,55.53,47.38,137.78,32.86,Semiconductor,22KV,Sweden,7.63,32,Net 45,92.2,3,10,3.7
2022-01-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,Tokyo Polymer Industries,PO-2022-SEMI-8586,DOC-747756,44.66,45.7,116.59,44.1,Semiconductor,33KV,Japan,8.21,45,Net 45,104.2,3,9,4.5
2022-01-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,Nordic Polymers AB,PO-2022-SEMI-6798,DOC-212369,35.6,31.4,70.74,19.5,Semiconductor,66KV,Sweden,7.36,25,Net 30,107.4,3,10,3.4
2022-02-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,Shanghai Cable Materials,PO-2022-XLPE-8058,DOC-615947,126.19,101.23,322.72,77.74,XLPE,0.6KV,China,3.81,39,Net 30,113.4,7,8,3.0
2022-02-01,XLPE-11KV-INS,XLPE Insulation 11KV,PolyTech Europe GmbH,PO-2022-XLPE-8985,DOC-107246,77.68,70.12,277.22,64.41,XLPE,11KV,Germany,3.49,38,Net 30,113.0,7,9,2.6
2022-02-01,XLPE-22KV-INS,XLPE Insulation 22KV,ItalCavi Materials SpA,PO-2022-XLPE-5903,DOC-482201,72.11,64.82,177.74,45.4,XLPE,22KV,Italy,3.48,32,Net 45,112.2,7,9,2.4
2022-02-01,XLPE-33KV-INS,XLPE Insulation 33KV,FrenchPoly Solutions,PO-2022-XLPE-8185,DOC-788159,79.45,65.72,209.24,50.76,XLPE,33KV,France,3.61,38,Net 45,109.8,7,8,2.9
2022-02-01,XLPE-66KV-INS,XLPE Insulation 66KV,Nordic Polymers AB,PO-2022-XLPE-4251,DOC-216041,54.2,43.44,152.1,30.8,XLPE,66KV,Sweden,2.87,30,Net 30,115.5,7,10,2.0
2022-02-01,XLPE-132KV-INS,XLPE Insulation 132KV,Nordic Polymers AB,PO-2022-XLPE-1517,DOC-268099,41.35,40.77,73.55,21.68,XLPE,132KV,Sweden,3.53,27,Net 60,116.5,7,10,1.9
2022-02-01,PE-LV-JKT,PE Jacket Low Voltage,Nordic Polymers AB,PO-2022-PE-L-2946,DOC-541550,39.37,41.17,158.29,29.47,PE,LV,Sweden,2.93,32,Net 45,109.1,7,10,2.1
2022-02-01,PE-MV-INS,PE Insulation Medium Voltage,Ankara Insulation Tech,PO-2022-PE-M-7551,DOC-626236,25.68,22.63,94.89,25.3,PE,MV,Turkey,2.76,33,Net 45,104.6,7,7,3.0
2022-02-01,PE-HV-JKT,PE Jacket High Voltage,PolyTech Europe GmbH,PO-2022-PE-H-6638,DOC-624288,27.84,23.15,88.07,20.74,PE,HV,Germany,3.3,31,Net 30,105.3,7,9,2.3
2022-02-01,PE-FOAM-LV,Foam PE Low Voltage,Tokyo Polymer Industries,PO-2022-PE-F-8039,DOC-726090,22.54,22.71,39.06,22.9,PE,LV,Japan,2.97,38,Net 60,101.3,7,9,2.6
2022-02-01,PVC-LV-INS-A,PVC Insulation LV Grade A,PolyTech Europe GmbH,PO-2022-PVC--8027,DOC-359781,35.81,33.0,64.63,41.81,PVC,LV,Germany,2.46,37,Net 60,112.2,6,9,2.6
2022-02-01,PVC-LV-INS-B,PVC Insulation LV Grade B,PolyTech Europe GmbH,PO-2022-PVC--2884,DOC-376331,27.33,23.78,77.28,40.08,PVC,LV,Germany,2.8,38,Net 60,108.9,6,9,2.6
2022-02-01,PVC-LV-JKT,PVC Jacket Low Voltage,ChinaPoly Industries,PO-2022-PVC--2688,DOC-835203,36.39,35.54,126.12,57.9,PVC,LV,China,2.09,46,Net 30,108.8,6,7,3.6
2022-02-01,PVC-MV-INS,PVC Insulation Medium Voltage,PolyTech Europe GmbH,PO-2022-PVC--2973,DOC-238722,34.64,29.0,126.64,38.36,PVC,MV,Germany,2.4,39,Net 45,106.2,6,9,2.7
2022-02-01,LSF-LV-JKT,LSF Jacket Low Voltage,ChinaPoly Industries,PO-2022-LSF--4270,DOC-195352,18.85,17.09,60.03,25.15,LSF,LV,China,2.93,43,Net 30,108.9,5,7,3.4
2022-02-01,LSF-MV-JKT,LSF Jacket Medium Voltage,TurkCable Materials Ltd,PO-2022-LSF--4791,DOC-332548,16.31,15.63,29.33,12.6,LSF,MV,Turkey,3.5,28,Net 45,106.2,5,8,2.5
2022-02-01,LSF-HV-JKT,LSF Jacket High Voltage,Ankara Insulation Tech,PO-2022-LSF--5985,DOC-215400,12.7,12.2,34.05,8.66,LSF,HV,Turkey,3.2,23,Net 45,99.9,5,7,2.6
2022-02-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Korea,PO-2022-GSW--1779,DOC-290580,27.9,24.04,69.45,32.4,GSW,MV,South Korea,5.07,40,Net 30,111.3,3,9,4.3
2022-02-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials Ltd,PO-2022-GSW--8734,DOC-393768,19.87,16.95,53.63,19.36,GSW,HV,Turkey,4.42,30,Net 30,111.7,3,8,4.2
2022-02-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,MetalShield Korea,PO-2022-GSW--5986,DOC-216946,19.25,17.15,63.31,22.11,GSW,EHV,South Korea,4.48,39,Net 30,105.6,3,9,4.3
2022-02-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2022-GST--6426,DOC-478083,24.44,24.82,43.16,37.19,GST,MV,South Korea,4.35,45,Net 60,110.2,1,9,6.1
2022-02-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2022-GST--5521,DOC-320235,22.53,20.12,84.44,34.45,GST,HV,South Korea,4.06,44,Net 60,103.5,1,9,6.1
2022-02-01,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Korea,PO-2022-CU-S-2971,DOC-143032,17.26,17.01,40.61,17.93,Copper Screen,11KV,South Korea,9.3,36,Annual Contract,106.5,2,9,4.9
2022-02-01,CU-SCR-33KV,Copper Screen Tape 33KV,Seoul Metal Works,PO-2022-CU-S-8303,DOC-203428,13.36,11.33,41.07,18.06,Copper Screen,33KV,South Korea,9.42,43,Net 90,99.1,2,9,5.2
2022-02-01,CU-SCR-66KV,Copper Screen Tape 66KV,Seoul Metal Works,PO-2022-CU-S-4309,DOC-659475,9.34,9.17,30.76,14.11,Copper Screen,66KV,South Korea,8.46,42,Annual Contract,105.6,2,9,5.2
2022-02-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,MetalShield Korea,PO-2022-AL-S-5137,DOC-896241,13.58,12.73,24.27,16.42,Aluminum Screen,11KV,South Korea,4.8,37,Annual Contract,107.5,3,9,4.2
2022-02-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Technologies,PO-2022-AL-S-8145,DOC-170997,12.88,12.61,34.1,21.08,Aluminum Screen,33KV,India,5.77,50,Net 120,108.9,3,7,5.3
2022-02-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,Seoul Metal Works,PO-2022-AL-S-5491,DOC-830549,9.68,8.15,29.79,11.67,Aluminum Screen,66KV,South Korea,5.57,41,Net 90,107.3,3,9,4.4
2022-02-01,MICA-TAPE-MV,Mica Tape Medium Voltage,IndiaScreen Technologies,PO-2022-MICA-4116,DOC-876696,12.2,12.73,32.0,20.65,Mica Tape,MV,India,6.05,54,Net 45,109.2,3,7,5.5
2022-02-01,MICA-TAPE-HV,Mica Tape High Voltage,Mumbai Cable Supplies,PO-2022-MICA-3711,DOC-559008,10.26,10.7,27.85,18.99,Mica Tape,HV,India,6.38,55,Net 45,101.3,3,6,5.9
2022-02-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,Mumbai Cable Supplies,PO-2022-MICA-4015,DOC-103775,5.66,4.91,15.7,13.67,Mica Tape,EHV,India,6.17,53,Net 30,109.7,3,6,5.8
2022-02-01,WB-TAPE-LV,Water Blocking Tape LV,IndiaScreen Technologies,PO-2022-WB-T-9401,DOC-577564,39.1,39.87,98.14,53.35,Water Blocking Tape,LV,India,2.64,54,Net 45,102.5,4,7,4.7
2022-02-01,WB-TAPE-MV,Water Blocking Tape MV,Ankara Insulation Tech,PO-2022-WB-T-2951,DOC-279420,40.79,35.37,75.38,22.4,Water Blocking Tape,MV,Turkey,2.61,26,Net 30,103.4,4,7,3.5
2022-02-01,WB-TAPE-HV,Water Blocking Tape HV,Shanghai Cable Materials,PO-2022-WB-T-5550,DOC-239430,29.73,28.54,68.15,28.56,Water Blocking Tape,HV,China,2.54,40,Net 45,112.9,4,8,3.8
2022-02-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,Tokyo Polymer Industries,PO-2022-SEMI-4440,DOC-660563,52.37,45.16,169.64,39.36,Semiconductor,11KV,Japan,7.33,35,Net 30,101.6,3,9,4.1
2022-02-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,Nordic Polymers AB,PO-2022-SEMI-6317,DOC-187289,47.82,49.88,132.93,30.68,Semiconductor,22KV,Sweden,8.36,30,Net 60,108.3,3,10,3.6
2022-02-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,Tokyo Polymer Industries,PO-2022-SEMI-5831,DOC-440404,44.65,40.28,97.44,37.91,Semiconductor,33KV,Japan,9.16,39,Net 30,107.8,3,9,4.3
2022-02-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,JapanSemi Advanced Materials,PO-2022-SEMI-5582,DOC-285320,38.34,32.77,105.39,26.07,Semiconductor,66KV,Japan,8.15,33,Net 45,102.1,3,10,3.7
2022-03-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,FrenchPoly Solutions,PO-2022-XLPE-2743,DOC-857703,102.9,104.65,287.57,75.42,XLPE,0.6KV,France,3.72,38,Net 45,113.5,7,8,2.9
2022-03-01,XLPE-11KV-INS,XLPE Insulation 11KV,FrenchPoly Solutions,PO-2022-XLPE-4377,DOC-956526,68.3,65.47,197.92,58.14,XLPE,11KV,France,3.85,34,Net 45,120.5,7,8,2.8
2022-03-01,XLPE-22KV-INS,XLPE Insulation 22KV,Nordic Polymers AB,PO-2022-XLPE-7479,DOC-263201,64.83,62.07,165.4,40.22,XLPE,22KV,Sweden,3.68,29,Net 45,119.7,7,10,1.9
2022-03-01,XLPE-33KV-INS,XLPE Insulation 33KV,Nordic Polymers AB,PO-2022-XLPE-2535,DOC-620052,46.72,47.91,121.31,39.78,XLPE,33KV,Sweden,3.23,31,Net 30,97.5,7,10,2.0
2022-03-01,XLPE-66KV-INS,XLPE Insulation 66KV,JapanSemi Advanced Materials,PO-2022-XLPE-3955,DOC-779020,47.68,43.99,111.6,36.26,XLPE,66KV,Japan,3.63,35,Net 45,109.5,7,10,2.2
2022-03-01,XLPE-132KV-INS,XLPE Insulation 132KV,PolyTech Europe GmbH,PO-2022-XLPE-4077,DOC-172827,48.29,48.5,153.24,26.28,XLPE,132KV,Germany,3.86,32,Net 30,106.8,7,9,2.4
2022-03-01,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe GmbH,PO-2022-PE-L-7594,DOC-205102,35.01,33.65,89.89,30.8,PE,LV,Germany,2.87,33,Net 60,119.1,7,9,2.4
2022-03-01,PE-MV-INS,PE Insulation Medium Voltage,Ankara Insulation Tech,PO-2022-PE-M-1339,DOC-215380,29.99,26.83,89.26,17.33,PE,MV,Turkey,2.42,23,Net 30,108.2,7,7,2.6
2022-03-01,PE-HV-JKT,PE Jacket High Voltage,Tokyo Polymer Industries,PO-2022-PE-H-2369,DOC-380658,33.17,27.63,108.16,30.92,PE,HV,Japan,3.23,45,Net 30,117.2,7,9,2.9
2022-03-01,PE-FOAM-LV,Foam PE Low Voltage,FrenchPoly Solutions,PO-2022-PE-F-2742,DOC-668716,23.51,24.49,40.3,23.92,PE,LV,France,2.39,39,Net 45,113.4,7,8,3.0
