Date,Item_Code,Item_Description,Supplier,Purchase_Order_No,Document_Number,Historical_Demand_Quantity (TON),Units_Sold/Used (TON),Current_Stock_Level (TON),Safety_Stock_Target (TON),Material_Type,Voltage_Level,Supplier_Country_Of_Origin,Price_Per_Unit (USD),Delivery_Lead_Time (Days),Payment_Terms,Market_Trends (Index),Number_Of_Alternative_Suppliers,Supplier_Performance_Score (1-10),Risk_Score (1-10)
3/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,Nordic Cables Supply,PO-2023-XLPE-8498,DOC-138780,35.79,34.59,88.56,29.61,XLPE,66KV,Sweden,3.56,27,Net 45,113.5,3,10,3.5
3/1/2023,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe,PO-2023-PE-L-6080,DOC-640418,27.69,24.85,97.17,34.1,PE,LV,Germany,2.65,33,Net 45,119,2,9,4.8
3/1/2023,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2023-PE-M-4131,DOC-400009,22.03,18.85,42.79,41.76,PE,MV,China,2.83,48,Net 45,106.6,2,7,6.1
3/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,TurkCable Materials,PO-2023-PVC--3039,DOC-938171,35.58,32.01,91.98,23.8,PVC,LV,Turkey,2.12,20,Net 45,100.6,3,8,3.8
3/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,ChinaPoly Industries,PO-2023-PVC--7334,DOC-455505,33.06,32.54,57.72,61.82,PVC,LV,China,1.92,46,Net 30,113.8,3,7,5.2
3/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2023-LSF--5369,DOC-940064,18.47,17.91,46.52,16.81,LSF,LV,Turkey,2.77,27,Net 30,109.8,2,8,4.9
3/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Corp,PO-2023-GSW--3956,DOC-671971,22.34,22.32,44.86,29.88,GSW,MV,South Korea,4.71,36,Net 45,114.4,2,9,4.9
3/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials,PO-2023-GSW--8305,DOC-731894,17.3,15.47,40.44,13.78,GSW,HV,Turkey,4.27,21,Net 45,99.8,2,8,4.6
3/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--6776,DOC-744718,19.83,16.98,41.86,32.76,GST,HV,South Korea,3.5,42,Net 45,108.6,1,9,6
3/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-6952,DOC-638009,15.65,14.8,35.6,17.99,Copper Screen,11KV,South Korea,8.11,35,Annual Contract,112.9,1,9,5.7
3/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Tech,PO-2023-AL-S-8179,DOC-136489,12.47,11.74,30.43,19.42,Aluminum Screen,33KV,India,5.53,45,Net 90,106.8,2,7,5.9
3/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,IndiaScreen Tech,PO-2023-MICA-1530,DOC-734487,9.26,8.4,23.21,19.36,Mica Tape,HV,India,6.43,55,Net 30,113.2,2,7,6.4
3/1/2023,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions,PO-2023-WB-T-3255,DOC-655178,28.03,27.03,61.15,39.27,Water Blocking Tape,MV,USA,2.76,42,Net 45,111,2,8,5.5
3/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Cables Supply,PO-2023-SEMI-1424,DOC-871411,41.42,41.17,84.63,40.18,Semiconductor,11KV,Sweden,8.54,35,Net 30,111,2,10,4.6
3/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,Nordic Cables Supply,PO-2023-SEMI-5264,DOC-838237,27.22,23.62,73.55,30.26,Semiconductor,33KV,Sweden,7.31,31,Net 45,112.1,2,10,4.4
4/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,PolyTech Europe,PO-2023-XLPE-9047,DOC-309902,55.01,54.32,114.91,71.08,XLPE,11KV,Germany,3.49,39,Net 30,119.4,3,9,4.3
4/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,PolyTech Europe,PO-2023-XLPE-8292,DOC-192055,46.69,45.98,121.98,43.22,XLPE,33KV,Germany,3.51,31,Net 60,109.3,3,9,3.9
4/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,JapanSemi Advanced,PO-2023-XLPE-9882,DOC-404466,33.45,31.99,75.55,42.38,XLPE,66KV,Japan,3.43,38,Net 45,100.3,3,10,3.9
4/1/2023,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2023-PE-L-4673,DOC-227257,29.29,26.48,69.86,54.38,PE,LV,China,2.69,50,Net 30,116.5,2,7,6.1
4/1/2023,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2023-PE-M-7044,DOC-590110,19.54,16.69,42.55,36.98,PE,MV,China,2.85,43,Net 30,113.9,2,7,5.8
4/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,ChinaPoly Industries,PO-2023-PVC--8842,DOC-651231,38.59,35.11,74.23,51.25,PVC,LV,China,2.39,41,Net 45,108.5,3,7,5
4/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,TurkCable Materials,PO-2023-PVC--2215,DOC-571832,34.22,34.08,80.37,37.27,PVC,LV,Turkey,2.31,29,Net 45,100.8,3,8,4.1
4/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2023-LSF--3981,DOC-905077,19.83,19.32,50.94,15.5,LSF,LV,Turkey,2.85,25,Net 30,110.6,2,8,4.8
4/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2023-GSW--5982,DOC-272655,23.64,21.93,69.55,16.4,GSW,MV,Turkey,4.02,20,Net 30,105.3,2,8,4.6
4/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials,PO-2023-GSW--5653,DOC-987025,17.77,17.61,49.02,15.15,GSW,HV,Turkey,4.38,23,Net 30,106.8,2,8,4.7
4/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--5961,DOC-744274,22.09,19.69,37.4,35.24,GST,HV,South Korea,4.15,45,Net 60,100,1,9,6.1
4/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-3526,DOC-279516,12.88,12.77,23.24,23.49,Copper Screen,11KV,South Korea,7.62,45,Annual Contract,114.5,1,9,6.1
4/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Tech,PO-2023-AL-S-1674,DOC-965322,10.49,10.37,25.8,23.67,Aluminum Screen,33KV,India,5.48,54,Net 90,111,2,7,6.3
4/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,IndiaScreen Tech,PO-2023-MICA-4453,DOC-904214,8.77,7.8,19.63,19.36,Mica Tape,HV,India,6.48,55,Net 45,106.2,2,7,6.4
4/1/2023,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions,PO-2023-WB-T-5745,DOC-773088,20.02,18.9,46.8,34.32,Water Blocking Tape,MV,USA,2.8,37,Net 45,112.9,2,8,5.3
4/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Cables Supply,PO-2023-SEMI-1981,DOC-265759,31.07,28.52,70.84,40.18,Semiconductor,11KV,Sweden,7.31,35,Net 45,119,2,10,4.6
4/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,Nordic Cables Supply,PO-2023-SEMI-6121,DOC-853258,28.35,26.68,66.51,31.36,Semiconductor,33KV,Sweden,8.12,32,Net 45,109.9,2,10,4.5
5/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,JapanSemi Advanced,PO-2023-XLPE-7070,DOC-639995,48.64,42.3,140.46,68.12,XLPE,11KV,Japan,3.48,38,Net 60,104.8,3,10,3.9
5/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,PolyTech Europe,PO-2023-XLPE-5061,DOC-247720,40.74,36.26,101.27,46.2,XLPE,33KV,Germany,3.71,33,Net 30,104.6,3,9,4
5/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,PolyTech Europe,PO-2023-XLPE-3616,DOC-952993,30.27,27.63,60.71,40.49,XLPE,66KV,Germany,3.76,36,Net 45,106.7,3,9,4.1
5/1/2023,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2023-PE-L-9433,DOC-589491,31.22,27.28,38.67,48.56,PE,LV,China,3.27,45,Net 45,104.3,2,7,5.9
5/1/2023,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2023-PE-M-9281,DOC-579441,24.92,24.72,42.55,40.73,PE,MV,China,2.94,47,Net 30,99.7,2,7,6
5/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,PolyTech Europe,PO-2023-PVC--8710,DOC-399628,31.17,27.81,82.19,42.18,PVC,LV,Germany,2.17,35,Net 60,106.1,3,9,4.1
5/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,PolyTech Europe,PO-2023-PVC--6992,DOC-900961,38.07,37.4,99.43,39.51,PVC,LV,Germany,2.23,31,Net 45,106.8,3,9,3.9
5/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,ChinaPoly Industries,PO-2023-LSF--6939,DOC-680096,21.64,20.22,44,29.9,LSF,LV,China,3.05,46,Net 45,110.3,2,7,6
5/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2023-GSW--2946,DOC-234913,25.22,23.52,72.8,23.24,GSW,MV,Turkey,4.41,28,Net 30,99.3,2,8,4.9
5/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials,PO-2023-GSW--3363,DOC-308727,20.88,18.89,44.22,16.53,GSW,HV,Turkey,4.3,25,Net 45,101.2,2,8,4.8
5/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--8761,DOC-644559,20.55,19.67,43.97,26.99,GST,HV,South Korea,3.9,35,Net 45,107.1,1,9,5.7
5/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-6218,DOC-270395,15.63,15.47,35.72,22.36,Copper Screen,11KV,South Korea,8.33,43,Net 120,109.8,1,9,6
5/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Tech,PO-2023-AL-S-9351,DOC-658198,12.4,11.48,26.24,21.32,Aluminum Screen,33KV,India,5.76,49,Net 120,108.5,2,7,6.1
5/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2023-MICA-6427,DOC-806537,8.49,7.24,25.35,13.94,Mica Tape,HV,USA,5.93,41,Net 30,105.6,2,8,5.5
5/1/2023,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions,PO-2023-WB-T-1436,DOC-725905,22.14,21.8,51.21,43.35,Water Blocking Tape,MV,USA,2.28,46,Net 45,97.8,2,8,5.7
5/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Cables Supply,PO-2023-SEMI-4728,DOC-856442,35.62,34.42,86.53,40.18,Semiconductor,11KV,Sweden,6.91,35,Net 30,94.2,2,10,4.6
5/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced,PO-2023-SEMI-7229,DOC-254954,24.38,23.36,49.33,34.44,Semiconductor,33KV,Japan,8.49,35,Net 60,110,2,10,4.6
6/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,PolyTech Europe,PO-2023-XLPE-1310,DOC-562462,46.11,39.95,181.87,71.08,XLPE,11KV,Germany,3.77,39,Net 45,98.4,3,9,4.3
6/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,Nordic Cables Supply,PO-2023-XLPE-8726,DOC-989587,28.21,25.72,101.98,42.68,XLPE,33KV,Sweden,3.11,31,Net 60,91.8,3,10,3.6
6/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,JapanSemi Advanced,PO-2023-XLPE-8837,DOC-651002,32.77,30.61,112.74,38.87,XLPE,66KV,Japan,3.89,35,Net 45,102.8,3,10,3.8
6/1/2023,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe,PO-2023-PE-L-9950,DOC-471496,30.32,28.2,84.12,33.07,PE,LV,Germany,2.97,32,Net 60,101.4,2,9,4.8
6/1/2023,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2023-PE-M-8932,DOC-301603,22.83,21.78,59.78,43.5,PE,MV,China,2.63,50,Net 30,98.6,2,7,6.1
6/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,PolyTech Europe,PO-2023-PVC--5876,DOC-908634,27.79,27.68,60.92,40.97,PVC,LV,Germany,2.03,34,Net 45,94.5,3,9,4.1
6/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,TurkCable Materials,PO-2023-PVC--5480,DOC-401769,35.85,32.35,100.41,34.7,PVC,LV,Turkey,2.36,27,Net 30,92.1,3,8,4.1
6/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2023-LSF--6654,DOC-910616,15.87,15.82,43.1,17.43,LSF,LV,Turkey,2.76,28,Net 30,98.9,2,8,4.9
6/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2023-GSW--8247,DOC-787836,24.15,20.81,61,19.76,GSW,MV,Turkey,4.24,24,Net 45,93.3,2,8,4.7
6/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Corp,PO-2023-GSW--5450,DOC-243941,16.99,15.81,39.21,25.33,GSW,HV,South Korea,3.66,38,Net 30,102.2,2,9,5
6/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--9700,DOC-336633,20.83,17.86,50.51,34.45,GST,HV,South Korea,3.87,44,Net 60,106.8,1,9,6.1
6/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-2647,DOC-814281,13.73,13.15,31,18.5,Copper Screen,11KV,South Korea,8.58,36,Net 90,102.7,1,9,5.7
6/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Corp,PO-2023-AL-S-8793,DOC-600641,11.21,9.79,33.59,18.06,Aluminum Screen,33KV,South Korea,5.19,43,Annual Contract,96.7,2,9,5.2
6/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,IndiaScreen Tech,PO-2023-MICA-2465,DOC-783984,7.57,7.17,22.18,17.05,Mica Tape,HV,India,5.4,49,Net 30,96.5,2,7,6.1
6/1/2023,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions,PO-2023-WB-T-3880,DOC-138105,20.64,18.09,68.2,34.32,Water Blocking Tape,MV,USA,2.44,37,Net 45,106.2,2,8,5.3
6/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced,PO-2023-SEMI-5742,DOC-139286,28.4,28.24,86.89,40.18,Semiconductor,11KV,Japan,7,35,Net 30,110.7,2,10,4.6
6/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,Nordic Cables Supply,PO-2023-SEMI-5662,DOC-576419,22.73,22.67,50.12,33.46,Semiconductor,33KV,Sweden,7.88,34,Net 60,102.1,2,10,4.6
7/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,Nordic Cables Supply,PO-2023-XLPE-9261,DOC-590755,50.52,43.96,143.12,56.88,XLPE,11KV,Sweden,3.51,32,Net 45,94.3,3,10,3.7
7/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,PolyTech Europe,PO-2023-XLPE-5215,DOC-853504,42.8,41.07,132.83,43.22,XLPE,33KV,Germany,3.34,31,Net 30,88.2,3,9,3.9
7/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,PolyTech Europe,PO-2023-XLPE-4164,DOC-284019,30.56,28.58,118.29,39.36,XLPE,66KV,Germany,3.27,35,Net 60,103.2,3,9,4.1
7/1/2023,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2023-PE-L-2421,DOC-520304,33.68,31.23,87.31,49.83,PE,LV,China,2.93,46,Net 30,103.1,2,7,6
7/1/2023,PE-MV-INS,PE Insulation Medium Voltage,PolyTech Europe,PO-2023-PE-M-1111,DOC-373453,21.9,21.69,52.6,26.45,PE,MV,Germany,2.67,32,Net 45,89.9,2,9,4.8
7/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,PolyTech Europe,PO-2023-PVC--1187,DOC-374258,31.48,28.18,75.92,40.97,PVC,LV,Germany,2.21,34,Net 60,91.2,3,9,4.1
7/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,PolyTech Europe,PO-2023-PVC--6026,DOC-267475,36.25,31.46,57.31,42.24,PVC,LV,Germany,2.26,33,Net 45,99.2,3,9,4
7/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2023-LSF--5833,DOC-485397,14.23,13.46,40.43,14.82,LSF,LV,Turkey,3.29,24,Net 30,89,2,8,4.7
7/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2023-GSW--7121,DOC-536045,26.93,24.73,70.93,18.04,GSW,MV,Turkey,3.96,22,Net 45,94.7,2,8,4.6
7/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Corp,PO-2023-GSW--2341,DOC-651033,19.22,18.53,54.93,30.36,GSW,HV,South Korea,4.38,45,Net 45,90.4,2,9,5.3
7/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--2011,DOC-969032,21.41,20.01,35.06,31.08,GST,HV,South Korea,3.77,40,Net 60,90.5,1,9,5.9
7/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-6375,DOC-995993,12.65,11.04,38.58,19.61,Copper Screen,11KV,South Korea,9.24,38,Annual Contract,98,1,9,5.8
7/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Corp,PO-2023-AL-S-2489,DOC-635167,10,9.37,21.01,18.98,Aluminum Screen,33KV,South Korea,6.03,45,Net 120,95.7,2,9,5.3
7/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2023-MICA-1945,DOC-685941,10.91,9.95,24.63,15.02,Mica Tape,HV,USA,6.09,44,Net 45,93.5,2,8,5.6
7/1/2023,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions,PO-2023-WB-T-1049,DOC-882032,23.3,21.19,62,38.33,Water Blocking Tape,MV,USA,2.64,41,Net 30,99.8,2,8,5.5
7/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced,PO-2023-SEMI-9866,DOC-163182,29.14,27.83,56.52,37.73,Semiconductor,11KV,Japan,6.4,33,Net 30,97.5,2,10,4.5
7/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced,PO-2023-SEMI-3218,DOC-903028,23.81,21.7,32.75,39.68,Semiconductor,33KV,Japan,7.73,40,Net 60,107.5,2,10,4.8
8/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,JapanSemi Advanced,PO-2023-XLPE-7266,DOC-570325,55.52,50.31,185.25,77.72,XLPE,11KV,Japan,3.52,43,Net 45,90.8,3,10,4.1
8/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,Nordic Cables Supply,PO-2023-XLPE-3178,DOC-785280,45.94,45.08,130.24,48.59,XLPE,33KV,Sweden,3.57,35,Net 45,92.9,3,10,3.8
8/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,PolyTech Europe,PO-2023-XLPE-4648,DOC-975373,30.99,26.93,85.2,42.91,XLPE,66KV,Germany,3.45,38,Net 30,87.6,3,9,4.2
8/1/2023,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2023-PE-L-7948,DOC-657772,30.63,29.34,65.27,47.48,PE,LV,China,2.81,44,Net 45,91.3,2,7,5.9
8/1/2023,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2023-PE-M-4088,DOC-860242,25.41,22.19,66.98,36.98,PE,MV,China,2.79,43,Net 30,95.4,2,7,5.8
8/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,PolyTech Europe,PO-2023-PVC--1256,DOC-352356,38.6,37.25,101.2,48.6,PVC,LV,Germany,2.2,40,Net 30,84.8,3,9,4.3
8/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,PolyTech Europe,PO-2023-PVC--1797,DOC-356622,31.82,29.9,61.75,50.54,PVC,LV,Germany,2.09,39,Net 60,90.4,3,9,4.3
8/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,ChinaPoly Industries,PO-2023-LSF--1924,DOC-246942,18.05,15.93,43.53,30.55,LSF,LV,China,2.98,47,Net 45,93.8,2,7,6
8/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2023-GSW--6253,DOC-348411,23.41,22,38.2,24.07,GSW,MV,Turkey,3.88,29,Net 45,90.6,2,8,4.9
8/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Corp,PO-2023-GSW--5508,DOC-163918,16.12,14.7,44.3,30.36,GSW,HV,South Korea,4.71,45,Net 60,97.4,2,9,5.3
8/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--9120,DOC-149161,20.78,18.99,66.77,28.64,GST,HV,South Korea,3.85,37,Net 45,89.7,1,9,5.8
8/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-7821,DOC-528090,12.91,11.99,29.35,23.49,Copper Screen,11KV,South Korea,8.24,45,Net 90,92.2,1,9,6.1
8/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Corp,PO-2023-AL-S-4692,DOC-415344,11.48,10.57,31.64,15.42,Aluminum Screen,33KV,South Korea,5.69,37,Annual Contract,97.3,2,9,5
8/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,IndiaScreen Tech,PO-2023-MICA-7824,DOC-684357,9.75,9.11,22.09,18.17,Mica Tape,HV,India,4.77,52,Net 30,96,2,7,6.2
8/1/2023,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Tech,PO-2023-WB-T-8369,DOC-988283,21.32,20.19,45.39,46.89,Water Blocking Tape,MV,India,2.27,49,Net 45,82.3,2,7,6.1
8/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Cables Supply,PO-2023-SEMI-1647,DOC-176319,35.96,32.6,82.17,31.75,Semiconductor,11KV,Sweden,7.15,28,Net 30,78.4,2,10,4.3
8/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced,PO-2023-SEMI-8854,DOC-319036,27.28,25.47,78.69,41.83,Semiconductor,33KV,Japan,6.61,42,Net 45,92.3,2,10,4.9
9/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,PolyTech Europe,PO-2023-XLPE-2922,DOC-883159,60.89,53.49,146.38,53.78,XLPE,11KV,Germany,3.53,30,Net 45,85.1,3,9,3.9
9/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,JapanSemi Advanced,PO-2023-XLPE-4921,DOC-678897,51.64,46.97,136.3,59.04,XLPE,33KV,Japan,3.49,42,Net 45,85.3,3,10,4.1
9/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,JapanSemi Advanced,PO-2023-XLPE-6053,DOC-374267,34.76,32.93,74.35,43.68,XLPE,66KV,Japan,3.45,39,Net 45,98.6,3,10,4
9/1/2023,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe,PO-2023-PE-L-8692,DOC-898625,25.28,24.53,47.25,38.54,PE,LV,Germany,3.13,37,Net 45,89,2,9,5
9/1/2023,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2023-PE-M-4625,DOC-877259,21.54,18.46,57.59,38.85,PE,MV,China,2.66,45,Net 30,99.1,2,7,5.9
9/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,PolyTech Europe,PO-2023-PVC--7841,DOC-409531,36.42,34.12,99.06,45.98,PVC,LV,Germany,2.58,38,Net 30,87,3,9,4.2
9/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,PolyTech Europe,PO-2023-PVC--9180,DOC-677390,38.48,37.52,95.69,42.24,PVC,LV,Germany,2.43,33,Net 60,97.8,3,9,4
9/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2023-LSF--9037,DOC-583214,18.18,17.69,36.4,15.5,LSF,LV,Turkey,3.11,25,Net 30,86.6,2,8,4.8
9/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Corp,PO-2023-GSW--9000,DOC-292988,28.16,26.98,62.34,33.47,GSW,MV,South Korea,4.08,40,Net 60,90.9,2,9,5.1
9/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Corp,PO-2023-GSW--2217,DOC-957730,15.98,15.59,34.45,23.24,GSW,HV,South Korea,4.6,35,Net 60,86.7,2,9,4.9
9/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--4791,DOC-171269,19.18,18.73,49.99,26.99,GST,HV,South Korea,4.16,35,Net 60,93.6,1,9,5.7
9/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-8916,DOC-791309,15.23,13.8,33.83,19.61,Copper Screen,11KV,South Korea,7.53,38,Net 120,97.5,1,9,5.8
9/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Corp,PO-2023-AL-S-9673,DOC-857273,11,9.37,27.01,18.06,Aluminum Screen,33KV,South Korea,6.08,43,Net 120,92.8,2,9,5.2
9/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2023-MICA-8054,DOC-945328,9.36,9.1,25.01,13.94,Mica Tape,HV,USA,5.69,41,Net 30,94.6,2,8,5.5
9/1/2023,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Tech,PO-2023-WB-T-9625,DOC-364679,27.12,24.03,71.22,43.85,Water Blocking Tape,MV,India,2.81,46,Net 45,92.5,2,7,6
9/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Cables Supply,PO-2023-SEMI-8520,DOC-692447,39.43,39.19,95.16,35.3,Semiconductor,11KV,Sweden,7.28,31,Net 30,85.8,2,10,4.4
9/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced,PO-2023-SEMI-2320,DOC-785491,28.32,27.59,45.92,35.42,Semiconductor,33KV,Japan,8.73,36,Net 60,84.5,2,10,4.6
10/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,JapanSemi Advanced,PO-2023-XLPE-8798,DOC-158840,65.08,59,150.04,60.69,XLPE,11KV,Japan,3.59,34,Net 60,95.4,3,10,3.8
10/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,PolyTech Europe,PO-2023-XLPE-6427,DOC-693343,54.59,53.32,103.75,44.8,XLPE,33KV,Germany,3.45,32,Net 30,92.8,3,9,4
10/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,JapanSemi Advanced,PO-2023-XLPE-8790,DOC-384263,38.63,38.06,106.9,36.5,XLPE,66KV,Japan,3.64,33,Net 30,95,3,10,3.7
10/1/2023,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2023-PE-L-1539,DOC-288066,31.5,31.02,108.38,54.38,PE,LV,China,2.84,50,Net 45,84.9,2,7,6.1
